Linear Greedy Val,Quadratic Greedy Val,Projected Subgradient Val,Linear Greedy Strategy,Quadratic Greedy Strategy,Projected Subgradient Strategy,x,y,u
0.16055949296179117,0.0,0.0,"[0.0, 0.0, 1.0]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[22.98406251154311, 97.33546646610748, 87.91642314585097, 39.948039174309855, 70.5108507505174, 90.39737518824803, 54.503933145780785, 21.175281357712805, 54.25184725638458, 13.018189662765]","[1, 0, 1, 0, 1, 1, 1, 1, 0, 1]","[12.636937329818599, 69.29304071107983, 21.604778155950044]"
0.19286606873352274,0.0,0.0,"[0.0, 0.0, 1.0]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[78.85432901956588, 22.341876177056683, 62.994431862917686, 68.80142901133448, 42.045576050610386, 93.92807910061963, 15.988706027944978, 75.10854302706635, 30.034093273450534, 36.895106255138145]","[0, 1, 0, 1, 0, 0, 1, 0, 0, 0]","[94.78682940055883, 90.89490267266252, 52.19760250147733]"
0.2193219649231845,0.0,0.0,"[0.0, 0.0, 1.0]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[63.08935334302884, 63.193021960236514, 91.7013798682872, 34.6154542762861, 75.0498113742735, 90.87757920394553, 87.6433973794198, 58.07655198759571, 50.714803414029895, 56.57842710114809]","[1, 1, 0, 0, 0, 1, 0, 1, 0, 0]","[78.9073222716188, 62.85785956428286, 39.30179271912683]"
0.17675408781357627,0.0,0.0,"[0.0, 0.0, 1.0]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[97.66631275865163, 97.77652033336311, 28.5480795585701, 44.04693764010923, 57.72198588676102, 30.30479534541429, 97.21287286930266, 98.31242073215253, 13.072070092424287, 29.26010434537076]","[0, 0, 1, 1, 0, 0, 1, 0, 0, 1]","[24.327614854910617, 40.37895566910321, 5.233079387243955]"
0.029973680921270285,0.0,0.0,"[1.0, 0.0, 0.0]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[75.29921901574173, 66.20763763084614, 53.542133012839365, 27.02179068276685, 84.59009493402664, 65.18816481372637, 74.46201001304941, 53.887279424108, 21.429535089445046, 22.848758331148883]","[0, 0, 0, 0, 0, 1, 0, 0, 1, 1]","[93.09849773373078, 78.97781850702833, 69.62857414773002]"
0.048369277427252444,0.0,0.0,"[0.0, 0.0, 1.0]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[22.06336558489612, 10.923445843920774, 58.4050046877104, 86.48594041564897, 57.92285289105757, 88.47796960187216, 29.722219028112114, 77.18193388415914, 15.168892179686612, 57.159098067925285]","[1, 0, 0, 0, 1, 0, 0, 0, 0, 1]","[64.797809024981, 59.23649095208721, 56.16107411532811]"
0.019558791400216408,0.0,0.0,"[0.0, 0.0, 1.0]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[41.55924704152764, 94.83582373000847, 15.379487512324186, 28.373036225886963, 20.481692150698066, 76.36906267307981, 81.39407065462993, 97.81590779476736, 76.59864986955364, 19.257394987487302]","[0, 1, 0, 0, 1, 1, 1, 0, 0, 0]","[24.52812621638697, 9.24375085367435, 77.99368768893721]"
0.018244660058004514,0.0,0.0,"[0.0, 0.0, 1.0]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[65.75649744969824, 47.641724556950976, 29.37715314760817, 84.03463207228104, 11.920781884953781, 28.10902524347797, 55.38869295599344, 41.95486811823689, 73.13453268775261, 13.00571382302683]","[0, 0, 0, 1, 0, 0, 1, 0, 1, 0]","[59.26518285325718, 82.02140500697188, 50.73495848566319]"
0.226904570316376,0.0,0.0,"[0.0, 1.0, 0.0]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[96.1211373540878, 49.4382235574843, 35.08841649535857, 72.49773371712281, 95.2252335927949, 82.02273535218913, 87.64803660123415, 97.26240925680396, 12.288140968786845, 74.39507962510494]","[0, 0, 1, 0, 0, 1, 0, 0, 0, 0]","[23.453320544932556, 37.35307855532518, 54.10210302190935]"
0.30068274759979186,0.0,0.0,"[1.0, 0.0, 0.0]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[83.11442075668099, 98.48144231671971, 50.11681120044921, 85.0266023484511, 29.30299096838691, 54.21954140211217, 82.41743676908807, 49.62843910991056, 42.12047728081652, 33.57343947745924]","[0, 0, 1, 0, 0, 0, 0, 0, 0, 1]","[21.282519295094026, 38.991042267441586, 29.862875621494034]"
0.1957557429906747,0.0,0.0,"[1.0, 0.0, 0.0]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[13.652741060962498, 85.09884897686199, 58.95436540759011, 92.40398147150705, 55.26560849249128, 89.3962046010853, 21.686165058380972, 58.13229199418195, 16.16129834388279, 87.6413457209618]","[1, 0, 1, 0, 0, 1, 0, 0, 1, 0]","[39.23411924035028, 15.032566318311002, 84.77476745986206]"
0.03130010957739454,0.0,0.0,"[0.0, 0.0, 1.0]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[22.252541191475416, 13.790285098723487, 19.397294496526854, 76.34095941291028, 76.40448356386604, 37.65811119318216, 44.98394807097437, 37.16825519648778, 19.515049969785302, 18.08697235495375]","[0, 1, 0, 1, 1, 1, 0, 0, 1, 1]","[62.612411271123726, 72.08335578667194, 41.568519878314994]"
0.7187107927918037,0.0,0.0,"[0.0, 1.0, 0.0]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[95.80412769929362, 90.34689850772482, 70.60323556745288, 26.66710950530509, 79.73477309930128, 60.03158638562996, 62.37313423647361, 64.16799629771047, 63.0010250270129, 96.36329307429222]","[1, 0, 1, 1, 1, 1, 1, 1, 1, 0]","[54.54038740042262, 93.90061661101299, 93.67849430188328]"
0.12883508096996796,0.0,0.0,"[1.0, 0.0, 0.0]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[22.345441064268925, 14.881488952519485, 42.146018854061246, 83.18577957265282, 41.657898149944295, 21.46039057474801, 81.33112642629565, 76.47553650134614, 16.107205418055194, 86.29965248560876]","[1, 1, 0, 0, 1, 0, 0, 0, 0, 1]","[13.181712988859573, 96.92729934446184, 67.16491372733827]"
0.12869126307051781,0.0,0.0,"[0.0, 0.0, 1.0]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[26.81100926452217, 17.20073764470743, 36.416120019799095, 28.00822987813075, 56.68329492076844, 96.21632857360392, 20.94284639185068, 30.923648453640194, 77.17031715534401, 38.43522221168588]","[1, 0, 0, 1, 1, 1, 1, 0, 0, 1]","[51.42906007522735, 5.588489134819263, 15.473058809488794]"
0.02336716980700876,0.0,0.0,"[0.0, 0.0, 1.0]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[82.82389524057307, 91.96633110133493, 19.581901054231125, 50.439754510835684, 66.51081515353475, 12.881867226467158, 56.15217567438751, 36.65607704525688, 68.94460561449819, 16.800967259234532]","[0, 0, 1, 1, 0, 0, 0, 0, 1, 0]","[46.27001014412485, 46.33078741143628, 73.66912284087164]"
0.21690465980347148,0.0,0.0,"[0.0, 1.0, 0.0]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[75.29411594234664, 33.452463845282765, 46.733465792912526, 79.72555195132132, 46.43781867134699, 44.7903395978251, 97.50244463735875, 63.9843122784887, 42.42362824956081, 25.550648835706085]","[1, 1, 0, 0, 0, 1, 1, 0, 1, 0]","[44.01994328997857, 4.685198092202425, 39.8625632282965]"
0.06747671564190992,0.0,0.0,"[1.0, 0.0, 0.0]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[44.203269837562424, 16.758959744014618, 97.93340195679461, 43.465649879874135, 26.58107163784149, 56.7134750304625, 82.6540383209153, 66.24546595793839, 10.433548267654157, 13.262275509633145]","[1, 0, 1, 1, 0, 0, 0, 0, 0, 0]","[12.59947138277633, 95.37290447045005, 81.89979889031932]"
0.03329814369594353,0.0,0.0,"[0.0, 0.0, 1.0]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[72.84651799696984, 48.51148485188023, 15.423076451950696, 18.716922199918713, 83.2520331421946, 59.920294878637144, 30.223830090196202, 66.76192501275597, 90.52651202635325, 62.132375626034786]","[1, 0, 0, 1, 1, 1, 0, 1, 1, 0]","[58.583720471415305, 89.66713824910605, 74.20381053657682]"
0.15554643288969316,0.0,0.0,"[0.0, 0.0, 1.0]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[59.769440545480855, 75.8694481851214, 25.86603035730879, 64.51183901371765, 23.492771857675017, 85.80189768067653, 13.047022894680309, 79.10805222323219, 40.69944667502968, 88.62266867149879]","[0, 0, 1, 1, 1, 1, 0, 0, 0, 1]","[30.567761307963536, 45.56580014488608, 22.882633872303437]"
0.24680537810272613,0.0,0.0,"[1.0, 0.0, 0.0]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[35.83958147360842, 54.03243443657786, 54.05029832934329, 16.11661752099172, 14.61863285808884, 52.660410027014606, 24.221186885598975, 42.37728052091497, 25.62744969611722, 55.94597541948578]","[1, 0, 0, 0, 0, 0, 1, 0, 0, 0]","[22.442427301125313, 78.0062719117726, 94.96627983743899]"
0.9038680895329279,0.0,0.0,"[0.0, 0.0, 1.0]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[43.30896046720813, 71.99621453107858, 72.28420413780987, 36.31125399989149, 97.30948806662015, 80.73798650025452, 40.73103375264837, 50.842999901048614, 56.05561774354725, 50.31764595845264]","[1, 0, 1, 1, 0, 0, 0, 1, 1, 1]","[28.40304345142137, 23.90514593130667, 48.11821418750124]"
0.055438196618197086,0.0,0.0,"[0.0, 0.0, 1.0]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[24.655822595032856, 47.088467435757046, 96.40206663830116, 48.5539012229023, 69.48922180786701, 35.670671226963485, 27.72462116879062, 22.21856035022448, 12.325293667059483, 27.99145102801497]","[0, 0, 1, 0, 1, 0, 0, 1, 0, 1]","[84.4211791827245, 6.420976850892323, 97.97407906961529]"
0.1052588182738235,0.0,0.0,"[0.0, 0.0, 1.0]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[53.01125356664828, 31.61943773260106, 19.62396828773116, 11.371945276370907, 95.2263601542995, 24.158190904783268, 52.918698672214774, 38.063845300740795, 51.87930270600063, 31.13360160177773]","[1, 0, 1, 0, 0, 0, 0, 1, 1, 0]","[86.5926272097141, 30.771335591662595, 31.63202267485015]"
0.3172051547268834,0.0,0.0,"[0.0, 0.0, 1.0]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[60.79469141255112, 46.43696288616477, 91.99150144233681, 50.34323526181723, 47.317646709213186, 48.39059182410229, 46.2263849802127, 68.21464245648968, 46.675742868885045, 60.986474705703216]","[0, 0, 0, 0, 0, 0, 0, 1, 1, 1]","[39.97009639671961, 62.39183995637219, 14.049897700344793]"
0.10503487303964619,0.0,0.0,"[0.0, 1.0, 0.0]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[93.31539387957099, 73.90608298032456, 70.54535238395522, 45.141175263993865, 12.053611840040272, 92.02656694251947, 43.473706287741166, 87.95649415442, 14.949621561700347, 31.995524539157838]","[1, 1, 1, 0, 0, 0, 1, 0, 0, 0]","[56.040111188205884, 3.9259892703739085, 32.71019512047376]"
0.1032941792155099,0.0,0.0,"[0.0, 0.0, 1.0]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[70.11849948511954, 40.3552923613858, 74.61248807588271, 47.70914065470614, 79.47719253371905, 39.47550493252986, 77.35573694012639, 91.10630937846769, 66.82672187031591, 86.16362022278152]","[1, 0, 0, 0, 0, 1, 1, 0, 0, 1]","[63.388035771658004, 81.05017343372431, 60.93723622829354]"
0.069963462804055,0.0,0.0,"[0.0, 0.0, 1.0]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[72.4646123514807, 23.205840222636766, 79.23323793062518, 12.49666557746052, 70.03525394924549, 29.47278726978814, 15.790520635676444, 92.6652427339241, 60.83457535438849, 13.6446202800314]","[1, 0, 1, 1, 1, 1, 0, 1, 1, 1]","[44.782348299699194, 23.21338610765318, 62.795096537498196]"
0.08879055575657215,0.0,0.0,"[0.0, 0.0, 1.0]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[49.82037791819338, 67.41887031955409, 25.75985556148446, 49.475522778814444, 55.65182206927022, 29.77865836469694, 41.85897413877156, 16.815053232834615, 94.63164109777065, 90.69169956721272]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[19.47066276881585, 37.43637797635011, 31.732946927779583]"
0.050778233603398865,0.0,0.0,"[0.0, 0.0, 1.0]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[65.91032800015682, 87.84906551750039, 28.331808105904408, 93.98210878422655, 88.48050109507076, 96.76957191253146, 31.75582305239922, 45.962134973270125, 41.40710572594735, 53.71016068520768]","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]","[98.32920646863006, 2.894263345803616, 27.21595449677252]"
0.178833973794566,0.0,0.0,"[0.0, 1.0, 0.0]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[51.2440377648883, 78.26487949008883, 60.52288934933858, 90.02909843645129, 80.31785195324944, 63.98628618309212, 54.794618186603316, 26.400676058495513, 81.91082547849146, 95.79385049344428]","[0, 0, 1, 0, 0, 0, 0, 0, 0, 1]","[62.295612639312324, 3.358354651483597, 35.77320997476158]"
0.009048848033115807,0.0,0.0,"[0.0, 1.0, 0.0]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[21.06544587675974, 22.402238071376186, 69.03498330798517, 16.968497974196094, 32.112593305187154, 11.849140149770673, 62.66430975601292, 12.598569681294661, 72.72066435592636, 92.49440292851222]","[0, 1, 1, 0, 0, 0, 1, 0, 0, 1]","[15.687883086827847, 55.95801248717714, 46.91865872703185]"
0.26590942674451645,0.0,0.0,"[0.0, 0.0, 1.0]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[27.368993817975607, 56.79882713597182, 47.05824899996511, 82.66672432056592, 54.91319181369052, 50.917116903820435, 18.93838682549115, 42.79921549369109, 93.85529198765242, 74.2054079147726]","[1, 1, 1, 0, 0, 0, 1, 0, 0, 1]","[72.98270103380567, 4.396385266711523, 9.448733866309777]"
0.3712261117215421,0.0,0.0,"[0.0, 0.0, 1.0]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[84.53660421186441, 76.32977250225098, 37.23195131238133, 44.05288000039919, 66.45788437204212, 43.72056608545903, 47.12535720928258, 53.83986204854895, 69.99735299135455, 49.72189266480729]","[1, 1, 0, 0, 1, 0, 0, 1, 1, 1]","[87.0689428126969, 74.10417770464404, 41.37654708022113]"
0.08225100338452349,0.0,0.0,"[0.0, 1.0, 0.0]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[24.196630793807515, 89.2081638924633, 10.82644466444639, 17.988764417817357, 48.48461677070342, 12.844919466078561, 73.30489353987666, 90.61217776383214, 22.097477049423716, 47.51919754027134]","[1, 1, 0, 0, 0, 1, 1, 1, 1, 1]","[94.66465233842638, 16.884882456544847, 30.79244112836652]"
0.15894999502410515,0.0,0.0,"[1.0, 0.0, 0.0]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[14.054654566870045, 37.89561319045377, 58.550278450205425, 56.440869004734566, 37.35710344236064, 95.1202357932509, 67.04254304425882, 85.11593772740032, 76.69644236609726, 33.32336208292098]","[1, 0, 1, 0, 0, 0, 1, 0, 1, 0]","[38.52692180762184, 4.7729987235621385, 61.01427106833902]"
0.030557466017134716,0.007639366504283707,0.0,"[0.0, 0.0, 1.0]","[0.25, 0.25, 0.5]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[79.4765870026286, 35.56457303519621, 89.36010863985759, 61.3419121247923, 84.3178698175955, 24.765423380245938, 21.22259746095189, 37.1019263428416, 36.03852546224713, 31.01199921856018]","[0, 0, 0, 1, 1, 1, 1, 1, 1, 1]","[85.96402770162939, 56.687388398203076, 7.7362897765407945]"
0.24167592228399282,0.0,0.0,"[1.0, 0.0, 0.0]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[88.33367466977515, 49.01841221621695, 15.144990570773963, 64.10558335519096, 96.22878715980156, 58.091776161057204, 47.08778070141398, 26.16709228494945, 97.25325951839301, 69.92894748755384]","[0, 1, 0, 1, 0, 1, 0, 1, 0, 1]","[45.96013218452143, 4.283988018652063, 66.59327182366285]"
0.2959664573598759,0.0,0.0,"[0.0, 1.0, 0.0]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[35.33514613218814, 98.51762561462641, 95.23793172466031, 87.90599888542188, 70.10599283185226, 65.32555025903085, 92.16568529191758, 24.638163876481237, 68.6751235396791, 63.62101700470696]","[1, 0, 1, 1, 1, 0, 1, 1, 0, 1]","[80.24216921820341, 33.24558375191488, 16.241327084811065]"
0.2272768417256239,-0.026283148107934584,-0.06822368521466463,"[0.0, 0.0, 1.0]","[0.2, 0.4, 0.4]","[0.0, 0.5466492236057148, 0.4533507763942852]","[70.44516205885895, 15.025217404932054, 46.05848626338955, 82.80586070278353, 70.24506275376842, 26.092159151427264, 62.58572407815285, 32.86678174748135, 46.023132211887074, 56.32926689001076]","[1, 1, 1, 0, 0, 1, 0, 1, 1, 1]","[57.15105579956958, 16.03280891672988, 19.12553651704568]"
0.02855744595420523,0.0,0.0,"[0.0, 0.0, 1.0]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[11.305551500725374, 33.23431815600182, 74.92576248042694, 93.23993250662052, 97.69757765747141, 61.14642320131226, 91.1526437696002, 30.03046699352945, 25.40242085606819, 86.62039534023862]","[1, 1, 0, 1, 1, 0, 1, 0, 0, 1]","[69.80649954656273, 95.28041438595253, 54.90158350342037]"
0.12647226756464006,0.0,0.0,"[0.0, 0.0, 1.0]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[64.7126562562075, 56.5600220358797, 33.16325071738798, 98.19940108326912, 45.93163739905282, 49.365714458902346, 36.88162472563728, 20.63857675391991, 13.019503653139168, 93.70478485214839]","[1, 0, 0, 1, 1, 1, 0, 0, 1, 0]","[71.33330669364032, 85.1266247466177, 13.359344173713172]"
0.2723233281205837,0.0,0.0,"[1.0, 0.0, 0.0]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[77.28042745781217, 42.958896583479444, 47.47043200979151, 32.358623347356215, 18.44806044123016, 88.8041232657575, 17.00639269890555, 51.05979468814275, 30.92554122871099, 41.456569722009746]","[0, 1, 0, 1, 0, 0, 1, 1, 1, 1]","[64.3689798423558, 23.501520725206927, 90.45535720045173]"
0.1898548564526299,0.0,0.0,"[1.0, 0.0, 0.0]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[42.62324004531491, 63.19953864888591, 24.78017145763905, 98.38669377971163, 60.02839819110424, 60.906563798404036, 61.26028457730475, 93.27588196837546, 30.817168164130546, 33.89007493268262]","[0, 0, 1, 0, 1, 0, 1, 1, 1, 1]","[35.92952612361573, 81.27574549964393, 48.29547951776886]"
0.18415142063395362,0.0,0.0,"[0.0, 0.0, 1.0]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[48.35404717116213, 32.382087902180146, 88.521328947837, 60.77768852722853, 49.574007366038195, 29.981864662115452, 97.51264929744906, 86.41959227148708, 59.95849744178544, 25.305886445667767]","[0, 1, 1, 1, 0, 0, 0, 0, 1, 0]","[6.686133584964216, 18.648146475144113, 19.403118366689053]"
0.10875809775113135,0.0,0.0,"[0.0, 1.0, 0.0]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[66.5819129333983, 47.80540538771188, 26.28799160324474, 84.22810313154002, 76.41950946918364, 18.440127991224255, 11.034597638793553, 17.876648361319543, 83.73820293797502, 32.33486441847994]","[1, 1, 0, 1, 1, 0, 1, 1, 1, 0]","[50.394235068095725, 2.8466927718161394, 94.73492555737386]"
-0.015251789687735273,-0.0038129474219337975,0.0,"[0.0, 1.0, 0.0]","[0.25, 0.5, 0.25]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[58.8689467323242, 12.627146367069399, 44.7753343027364, 85.14593085483129, 28.95689679393121, 12.35938439772232, 85.52562472403088, 74.71454178554127, 60.13992769679432, 84.37800360405683]","[0, 1, 0, 0, 1, 0, 0, 0, 0, 0]","[74.2938069541626, 93.09266078285427, 61.30606745797537]"
0.1372592096197791,0.0,0.0,"[1.0, 0.0, 0.0]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[76.34427288434703, 44.360144481069035, 56.28061644376352, 11.465145493580618, 69.8556037550556, 28.766677373037417, 84.45773291253504, 73.88779979045711, 93.6739717840738, 28.38384820651897]","[1, 0, 1, 0, 1, 0, 0, 1, 0, 1]","[30.006251053069853, 13.505562570285845, 21.44821696786343]"
0.030525960970226765,0.0,0.0,"[1.0, 0.0, 0.0]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[72.40422872142281, 10.865440381831563, 23.43610819609197, 33.21518240815494, 13.094405792678115, 35.477495891847326, 83.073651810166, 14.699897227148366, 37.480006769157306, 77.93607650828078]","[1, 0, 0, 0, 0, 0, 0, 1, 1, 0]","[73.09597827205772, 15.360575465925663, 3.3496551162475963]"
0.18316900042783246,0.0,0.0,"[0.0, 1.0, 0.0]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[66.60226612280454, 33.388946166648864, 43.882333832372474, 70.172675113728, 15.444012016798059, 70.85217595403284, 32.17497923402511, 93.60006077843603, 30.394112043447503, 84.48066615005916]","[0, 0, 1, 0, 0, 0, 0, 0, 1, 1]","[38.08095537707913, 5.769623931669354, 31.74944305110263]"
0.13110404086494715,0.0,0.0,"[0.0, 0.0, 1.0]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[41.34836060491344, 65.31137410918038, 31.044109980489807, 76.29816741871693, 88.03437958593912, 11.198129920064291, 65.87726690078598, 56.523679400076176, 19.828692237129843, 61.863654259068326]","[0, 0, 1, 0, 1, 0, 1, 1, 1, 0]","[15.850458277198133, 78.92165747453117, 38.49739082437898]"
0.09112046950614411,0.0,0.0,"[0.0, 0.0, 1.0]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[16.24468704281271, 39.272241046928386, 54.19665001665965, 58.29531027032487, 20.659098786846908, 20.865462512967113, 94.1503107946133, 18.30002631057419, 70.12997886088687, 67.65686756645567]","[1, 1, 0, 0, 0, 1, 0, 0, 1, 1]","[77.9680762499973, 32.40147744586781, 82.76274655157751]"
0.19602869918737942,0.0,0.0,"[0.0, 0.0, 1.0]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[67.97229970977729, 17.77303520051788, 82.03424114826826, 54.97401993886461, 73.46442755851753, 93.01088557228701, 33.1153729333893, 30.195245373851026, 95.47331565347038, 91.03941195083512]","[0, 0, 0, 1, 1, 1, 0, 1, 1, 0]","[93.52843007408693, 8.977797152466849, 0.5636607294920104]"
0.1066931363786428,0.0,0.0,"[1.0, 0.0, 0.0]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[28.43301637945183, 82.20804998461705, 40.64956149886432, 53.081084846599424, 77.74003462086365, 68.10625732527907, 26.603565002951733, 84.8345785978427, 24.430116113488552, 57.68800445232218]","[1, 1, 1, 1, 1, 1, 0, 0, 1, 0]","[39.458089782573765, 67.14965827557148, 87.89199569935118]"
0.050906651482464926,0.0,0.0,"[0.0, 0.0, 1.0]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[63.55917049245507, 10.296259640882305, 51.088082778293554, 54.69819916100126, 22.897887496494363, 11.975533853322268, 70.89805188311666, 47.69067809499456, 85.96832224909323, 26.72497369968412]","[0, 0, 0, 0, 1, 0, 0, 0, 0, 1]","[93.05400407201427, 4.907476666875487, 89.07234729429418]"
0.10105873792611858,0.0,0.0,"[0.0, 0.0, 1.0]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[57.02309004327379, 48.87472079191287, 57.24416422057631, 92.10107054709617, 88.85526040520573, 44.50405584135627, 62.68932862455483, 69.44112381203017, 55.353186731341324, 66.12829477957209]","[0, 1, 0, 1, 1, 0, 0, 0, 1, 0]","[0.5731379234914957, 76.81808870739711, 69.46783659099242]"
